FEATTYPE,SCALE,FACAFF,elevation,aspect,slope,landuse,Period,Years_befo,Main_Rock_,NDVI,distance,total_curv,plan_curv,prof_curv,Label
Soil Cut,1,Other (alleyway),38,270,3.55705,3,Jurassic,145-199,Granitic Rocks,0.245086,70.4429252,-0.0245721,-0.0274074,-0.00283524,1
Natural Hillside,10,Minor footpath,209,242.65,7.54004,71,Jurassic,145-199,Tuff and Lava,0.282119,99.53809141,0.110575,0.227633,0.117058,1
Soil Cut,3,Village house,58,117.058,11.9104,3,Jurassic,145-199,Granitic Rocks,0.388304,241.5727759,-0.159719,-0.0783925,0.0813263,1
Fill Slope,6,Open area,80,178.025,19.4386,71,Jurassic,145-199,Granitic Rocks,0.328001,1.793806084,-0.380868,-0.269387,0.111481,1
Soil Cut,1.5,Minor footpath,166,74.2358,16.3554,71,Jurassic,145-199,Granitic Rocks,0.357182,131.458734,-0.565159,-0.155083,0.410076,1
Soil Cut,2,Registered squatter dwelling,59,30.5878,19.4533,71,Jurassic,145-199,Granitic Rocks,0.241854,137.8265486,-0.565159,-0.155083,0.410076,1
Natural Hillside,18.8,Open area,176,162.81,21.4668,71,Jurassic,145-199,Granitic Rocks,0.416319,72.30299463,0.688019,0.475964,-0.212055,1
Natural Hillside,1.8,Access road,103,116.159,23.0775,71,Jurassic,145-199,Granitic Rocks,0.342424,5.283213858,0.208863,0.135147,-0.0737164,1
Natural Hillside,47,Open area,37,243.658,8.82848,72,Jurassic,145-199,Tuff and Lava,0.202952,16.98225958,-0.479156,-0.247049,0.232108,1
Soil Cut,2,Access road,29,180.481,9.13589,71,Jurassic,145-199,Granitic Rocks,0.322536,4.387081061,-0.34401,-0.0883368,0.255673,1
Soil Cut,13,Village house,58,3.36646,9.15109,3,Jurassic,145-199,Tuff and Lava,0.1753,1.955612595,-1.5849,-1.10094,0.483963,1
Soil Cut,1.8,Access road,20,196.26,3.86546,3,Jurassic,145-199,Tuff and Lava,0.189329,119.1770447,0.196577,0.122861,-0.0737164,1
Soil Cut,0.3,Access road,13,155.709,9.51072,3,Jurassic,145-199,Granitic Rocks,0.235809,349.3759041,-0.0737164,-0.206234,-0.132518,1
Soil Cut,0.8,Minor footpath,33,49.7636,1.3183,71,Jurassic,145-199,Tuff and Lava,0.255725,60.78956868,0.0491442,-0.0491413,-0.0982856,1
Retaining Wall (Masonry),5,Open area,10,203.499,3.87777,71,Jurassic,145-199,Granitic Rocks,0.347274,54.28851439,0.503728,0.390855,-0.112873,1
Soil Cut,1,Registered squatter dwelling,8,311.479,7.09435,3,Jurassic,145-199,Granitic Rocks,0.200168,12.04096303,-0.122861,-0.00228769,0.120573,1
Soil Cut,2.2,Registered squatter dwelling,15,261.119,5.00268,3,Jurassic,145-199,Tuff and Lava,0.18779,8.853286756,0.319438,0.334464,0.0150269,1
Soil Cut,10,Registered squatter dwelling,36,323.673,6.50699,3,Jurassic,145-199,Tuff and Lava,0.204704,9.58411203,0.270293,0.268649,-0.00164452,1
Soil Cut,4,Access road,63,125.327,9.68159,3,Jurassic,145-199,Granitic Rocks,0.346528,6.660843244,0.503728,0.245721,-0.258007,1
Soil Cut,0.3,Other (alleyway),19,251.565,4.64187,3,Jurassic,145-199,Tuff and Lava,0.194358,5.988581293,0.602017,0.344992,-0.257025,1
Natural Hillside,32,Other (perimeter fencing),87,141.953,17.5231,71,Jurassic,145-199,Tuff and Lava,0.338816,3.510319942,0.503728,0.245721,-0.258007,1
Natural Hillside,3,Open area,28,235.081,4.992,3,Jurassic,145-199,Tuff and Lava,0.306476,4.28316155,-0.835452,-0.501077,0.334375,1
Fill Slope,13,Other (alleyway),10,140.315,4.71805,72,Jurassic,145-199,Tuff and Lava,0.335017,126.1226052,-0.110575,0.0193805,0.129955,1
Soil Cut,19.2,Access road,34,255.256,6.06205,72,Jurassic,145-199,Granitic Rocks,0.332172,23.73496163,0.46687,0.370764,-0.096106,1
Soil Cut,5,Registered squatter dwelling,128,115.017,5.11295,3,Jurassic,145-199,Granodiorite,0.300949,50.29776476,0.528301,0.311289,-0.217012,1
Soil Cut,1.5,Access road,64,185.064,12.0983,71,Jurassic,145-199,Granitic Rocks,0.287502,49.52511897,0.159719,0.158429,-0.00128963,1
Natural Hillside,1.7,Access road,92,342.553,11.217,51,Jurassic,145-199,Tuff and Lava,0.283701,50.0784321,0.0245721,-0.133493,-0.158065,1
Soil Cut,4,Other (cemetery),321,348.46,14.7583,51,Jurassic,145-199,Tuff and Lava,0.232816,62.21963912,-0.233435,-0.188067,0.0453678,1
Natural Hillside,15,Access road,209,308.956,9.27741,72,Jurassic,145-199,Granitic Rocks,0.13635,170.0807161,0.147433,0.0934171,-0.0540156,1
Natural Hillside,300,Minor footpath; catchwater,117,313.493,16.2032,72,Jurassic,145-199,Granitic Rocks,0.210119,499.3137971,-0.196577,-0.0154631,0.181114,1
Natural Hillside,30,Minor footpath,117,313.493,16.2032,71,Jurassic,145-199,Granitic Rocks,0.228523,263.3762009,-0.442298,-0.199648,0.24265,1
Soil Cut,14,Road,42,273.366,11.7013,72,Jurassic,145-199,Tuff and Lava,0.270509,20.95153659,-0.270293,-0.376803,-0.10651,1
Soil Cut,1,Other (alleyway),43,147.758,5.92903,3,Jurassic,145-199,Granitic Rocks,0.346204,166.4105718,0.503728,0.413909,-0.0898199,1
Soil Cut,3,Other (watermain),49,262.694,6.06595,3,Jurassic,145-199,Tuff and Lava,0.327649,95.0489818,-0.737164,-0.415197,0.321967,1
Natural Hillside,47,Open area,57,334.44,19.0103,72,Jurassic,145-199,Granitic Rocks,0.294559,151.0796763,0.319438,0.494111,0.174674,1
Fill Slope,9.5,Minor footpath,102,280.491,8.44262,72,Jurassic,145-199,Tuff and Lava,0.356083,10.64968744,-0.319438,-0.0470421,0.272395,1
Soil Cut,0.26,Registered squatter dwelling,31,358.152,11.8361,3,Jurassic,145-199,Tuff and Lava,0.14055,32.793024,0.319438,0.189465,-0.129973,1
Soil Cut,6.7,Other (storage structure),9,289.537,5.08036,3,Jurassic,145-199,Tuff and Lava,0.131341,539.1263006,-0.995171,-0.470724,0.524447,1
Rock Cut,0.6,Access road,9,214.765,7.95972,71,Jurassic,145-199,Tuff and Lava,0.321162,570.0920244,0.208863,0.0761736,-0.132689,1
Soil Cut,1,Minor footpath,21,133.493,8.26688,71,Jurassic,145-199,Granitic Rocks,0.299857,3.207316958,-0.270293,-0.121992,0.148301,1
Soil Cut,44,Open area,49,262.694,6.06595,71,Jurassic,145-199,Tuff and Lava,0.365919,215.2675098,-0.122861,0.00305765,0.125918,1
Soil Cut,12,Access road,54,354.806,9.32408,71,Jurassic,145-199,Tuff and Lava,0.278462,39.96828593,-0.270293,-0.215156,0.0551374,1
Soil Cut,13,Minor footpath,35,152.447,11.8786,72,Jurassic,145-199,Tuff and Lava,0.411226,2.243711445,-0.208863,-0.0383782,0.170485,1
Soil Cut,1,Open area,28,282.44,10.6585,71,Jurassic,145-199,Granitic Rocks,0.302231,7.610857725,-0.0122861,0.0794001,0.0916861,1
Soil Cut,6,Access road,28,310.764,8.82322,72,Jurassic,145-199,Granitic Rocks,0.262006,100.4693036,0.46687,0.246998,-0.219872,1
Soil Cut,0.7,Access road,12,226.273,4.91652,72,Jurassic,145-199,Tuff and Lava,0.265466,406.9809765,0.245721,0.151574,-0.0941471,1
Natural Hillside,3.8,Minor footpath,65,336.801,9.92385,51,Jurassic,145-199,Tuff and Lava,0.300599,153.9046062,-0.356296,-0.266574,0.0897221,1
Natural Hillside,18,Minor footpath,65,336.801,9.92385,51,Jurassic,145-199,Tuff and Lava,0.300599,231.6720681,0.331724,0.162176,-0.169548,1
Soil Cut,41,Minor footpath,15,272.121,2.09103,61,Jurassic,145-199,Tuff and Lava,0.286226,458.8597451,0.0982885,0.113208,0.0149195,1
Soil Cut,95,Road,48,120.735,6.63606,71,Jurassic,145-199,Tuff and Lava,0.275829,172.5366503,0.0737164,0.0647888,-0.00892751,1
Natural Hillside,100,Road,77,323.945,11.8016,71,Jurassic,145-199,Tuff and Lava,0.27356,13.65885245,-0.122861,0.0653055,0.188166,1
Soil Cut,30,Road,44,305.134,12.5754,71,Jurassic,145-199,Tuff and Lava,0.20385,384.5051689,-0.122861,-0.0823657,0.0404949,1
Soil Cut,0.5,Road,66,318.814,1.64566,3,Jurassic,145-199,Tuff and Lava,0.335013,37.48863245,0.122861,0.165862,0.0430012,1
Soil Cut,1.3,Access road,181,186.563,8.73854,71,Jurassic,145-199,Granodiorite,0.336366,262.5600771,-0.0491442,0.00322123,0.0523655,1
Fill Slope,15,Access road,28,310.764,8.82322,71,Jurassic,145-199,Granitic Rocks,0.288706,63.42145529,-0.528301,-0.388429,0.139872,1
Natural Hillside,125,Access road,42,192.567,12.2636,72,Jurassic,145-199,Tuff and Lava,0.34384,48.95983771,-0.0491442,0.0357634,0.0849076,1
Soil Cut,37,Access road,59,204.638,11.1849,71,Jurassic,145-199,Tuff and Lava,0.359732,73.67916904,-0.34401,-0.138356,0.205653,1
Natural Hillside,550,Registered squatter dwelling; road,122,162.072,16.1586,73,Jurassic,145-199,Tuff and Lava,0.340393,6.28967807,-0.110575,-0.0708255,0.039749,1
Soil Cut,0.32,Minor footpath,90,134.459,11.4523,71,Jurassic,145-199,Granitic Rocks,0.407438,18.51467782,-0.565159,-0.311208,0.253951,1
Soil Cut,1,Road,15,167.347,3.88238,3,Jurassic,145-199,Tuff and Lava,0.299544,83.51791874,0.356296,0.234657,-0.121638,1
Natural Hillside,7,Registered squatter dwelling,157,166.092,16.2965,72,Jurassic,145-199,Tuff and Lava,0.389772,208.6353945,0.270293,0.0969886,-0.173305,1
Soil Cut,2,Registered squatter dwelling,31,358.152,11.8361,3,Jurassic,145-199,Tuff and Lava,0.192226,271.5307857,-0.0491442,0.11204,0.161185,1
Soil Cut,24,Catchwater,127,5.5826,19.8583,71,Jurassic,145-199,Granodiorite,0.274668,102.9499437,-0.270293,-0.168925,0.101368,1
Soil Cut,10,Catchwater,100,352.569,8.90705,72,Jurassic,145-199,Granitic Rocks,0.254834,197.5159945,-0.0614303,0.000151699,0.061582,1
Soil/Rock Cut,20,Catchwater,110,349.624,21.3139,72,Jurassic,145-199,Granitic Rocks,0.24898,13.63609405,-0.172005,-0.0485968,0.123408,1
Soil Cut,30,Catchwater,99,337.068,12.893,72,Jurassic,145-199,Granitic Rocks,0.26864,192.5324099,0.294865,0.172005,-0.122861,1
Soil Cut,45,Catchwater,98,336.403,22.219,72,Jurassic,145-199,Granitic Rocks,0.206793,223.7105353,-0.0737164,0.0362384,0.109955,1
Soil/Rock Cut,44,Catchwater,93,84.1875,12.7808,72,Jurassic,145-199,Granitic Rocks,0.26799,299.495617,0.368582,0.295162,-0.0734201,1
Soil Cut,7.5,Access road,99,154.654,11.2479,71,Jurassic,145-199,Granitic Rocks,0.294735,61.71255645,-0.774022,-0.257041,0.516981,1
Soil Cut,7.5,Access road,83,346.122,19.5426,71,Jurassic,145-199,Tuff and Lava,0.289944,129.2482575,-0.479156,0.0560177,0.535174,1
Soil Cut,7.5,Access road,100,316.625,15.0868,72,Jurassic,145-199,Granitic Rocks,0.248265,110.48859,-0.479156,0.0560177,0.535174,1
Soil Cut,6,Access road,100,89.2927,6.24717,72,Jurassic,145-199,Granitic Rocks,0.316008,95.50339524,-0.0982885,0.0703385,0.168627,1
Soil/Rock Cut,1.8,Access road,101,304.315,11.6484,72,Jurassic,145-199,Granitic Rocks,0.211877,272.1336494,0,-0.0552031,-0.0552031,1
Soil Cut,32,Access road,134,294.567,5.93799,72,Jurassic,145-199,Granodiorite,0.348207,252.6542397,0.0982885,0.0602017,-0.0380868,1
Soil Cut,42,Access road,41,319.177,18.8336,72,Jurassic,145-199,Granitic Rocks,0.275864,148.4742879,-0.0368582,-0.0378159,-0.000957763,1
Soil Cut,70,Access road,87,322.319,11.8609,72,Jurassic,145-199,Granitic Rocks,0.247885,26.53747008,0.331724,0.159734,-0.17199,1
Soil Cut,1.6,Access road,225,0,16.4147,51,Jurassic,145-199,Tuff and Lava,0.237506,368.4003441,-0.638875,-0.184978,0.453897,1
Natural Hillside,20,Other (cemetery),198,359.128,14.909,51,Jurassic,145-199,Tuff and Lava,0.182377,31.27905769,-0.393154,-0.089655,0.303499,1
Soil Cut,4,Other (cemetery),207,39.6107,11.5013,51,Jurassic,145-199,Tuff and Lava,0.237224,118.2062071,-0.122861,-0.072187,0.0506736,1
Soil Cut,15,Access road,379,37.9987,6.2632,51,Jurassic,145-199,Tuff and Lava,0.172822,75.0614506,0.356296,0.21686,-0.139436,1
Soil Cut,2.5,Pedestrian pavement,59,351.491,9.84459,51,Jurassic,145-199,Tuff and Lava,0.228521,108.9566048,-0.0368582,0.0146467,0.0515049,1
Soil Cut,10,Other (cemetery),327,81.3268,13.6017,51,Jurassic,145-199,Tuff and Lava,0.265996,53.17013205,-0.0368582,-0.0700276,-0.0331694,1
Disturbed Terrain,12,Other (cemetery),250,356.186,19.0528,51,Jurassic,145-199,Tuff and Lava,0.179711,45.76946794,0.87231,0.347154,-0.525157,1
Disturbed Terrain,20,Other (cemetery),188,349.254,20.6504,51,Jurassic,145-199,Tuff and Lava,0.252553,135.497331,-0.172005,-0.0181174,0.153887,1
Fill Slope,6,Other (open carpark),8,201.038,1.0783,31,Jurassic,145-199,Granitic Rocks,0.248864,227.9500209,0.270293,0.247643,-0.0226507,1
Soil/Rock Cut,4,Access road,117,217.376,13.7595,71,Jurassic,145-199,Tuff and Lava,0.379685,373.2206543,-0.380868,-0.0474179,0.33345,1
Soil/Rock Cut,8,Access road,151,213.779,25.6987,72,Jurassic,145-199,Tuff and Lava,0.358581,2080.11364,0.196577,0.0332463,-0.163331,1
Soil Cut,1,Access road,144,219.134,15.6682,72,Jurassic,145-199,Tuff and Lava,0.361373,285.6969845,0.0737164,-0.0348743,-0.108591,1
Soil Cut,25,Minor footpath,96,30.9638,3.607,73,Jurassic,145-199,Granitic Rocks,0.305221,180.3170672,-0.626589,-0.249834,0.376756,1
Soil Cut,10,Access road,241,193.393,5.0015,71,Jurassic,145-199,Granodiorite,0.345483,150.3222068,-0.282579,-0.113366,0.169214,1
Soil Cut,2,Other (streamcourse),45,304.177,7.53693,72,Jurassic,145-199,Tuff and Lava,0.28303,273.1267908,0.0614303,0.116724,0.0552936,1
Soil Cut,0.3,Road,21,262.405,4.6763,31,Jurassic,145-199,Tuff and Lava,0.290656,0.681543666,-0.614303,-0.378937,0.235366,1
Soil Cut,5.5,Nil,65,302.26,12.698,71,Jurassic,145-199,Granodiorite,0.167792,54.77235066,0.528301,0.311289,-0.217012,1
Soil Cut,18.8,Open area,88,349.086,17.0614,71,Jurassic,145-199,Tuff and Lava,0.292901,12.78711415,0.147433,-0.0158492,-0.163282,1
Soil Cut,30,Access road,191,132.039,6.33345,71,Jurassic,145-199,Tuff and Lava,0.363136,105.8384491,-0.0245721,0.0106783,0.0352504,1
Natural Hillside,35,Access road,329,162.16,13.875,71,Jurassic,145-199,Tuff and Lava,0.370574,352.5474633,-0.0368582,0.103833,0.140691,1
Natural Hillside,3.14,Minor footpath,35,153.759,12.0759,71,Jurassic,145-199,Granodiorite,0.253915,230.2814063,-0.540587,-0.124754,0.415833,1
Soil Cut,0.1,Other (backyard),30,343.811,9.8977,3,Jurassic,145-199,Granitic Rocks,0.193939,302.3046579,0.614303,0.368253,-0.24605,1
Soil Cut,0.13,Registered squatter dwelling,54,153.435,4.83616,71,Jurassic,145-199,Granitic Rocks,0.277578,175.3642434,-0.0491442,0.0759318,0.125076,1
Retaining Wall,3.5,Other (crest platform outside cottage),13,122.905,1.56738,3,Jurassic,145-199,Tuff and Lava,0.29945,224.7524983,-0.0491442,0.11204,0.161185,1
Soil Cut,5,Village house,24,196.844,8.74917,3,Jurassic,145-199,Granitic Rocks,0.196107,24.29818508,0.626589,0.449169,-0.17742,1
Soil Cut,0.5,Minor footpath,59,359.64,12.1267,71,Jurassic,145-199,Tuff and Lava,0.234986,10.20333918,-0.0737164,0.0336189,0.107335,1
Soil Cut,1.2,Open area,135,24.4018,16.9198,71,Jurassic,145-199,Tuff and Lava,0.280784,0.906099648,-0.0737164,0.0336189,0.107335,1
Soil Cut,2,Registered squatter dwelling; minor footpath,45,304.177,7.53693,61,Jurassic,145-199,Tuff and Lava,0.231269,58.76391187,0.122861,0.165862,0.0430012,1
Soil Cut,45,Open area,34,299.678,8.23083,73,Jurassic,145-199,Tuff and Lava,0.293635,17.65524383,-0.0737164,0.0336189,0.107335,1
Soil Cut,1.6,Building,11,135,6.21687,31,Jurassic,145-199,Tuff and Lava,0.317896,173.0858825,0.294865,0.000673209,-0.294192,1
Soil Cut,1.8,Other (alleyway),53,114.8,12.1806,3,Jurassic,145-199,Granitic Rocks,0.338922,59.84965596,-0.565159,-0.147433,0.417726,1
Soil Cut,10,Minor footpath,69,27.0309,8.4564,31,Jurassic,145-199,Tuff and Lava,0.226776,111.5012801,0.331724,0.146921,-0.184803,1
Soil Cut,0.5,Road,62,288.034,13.7361,32,Jurassic,145-199,Granodiorite,0.212336,76.26463377,-0.0122861,0.0857551,0.0980411,1
Natural Hillside,5,Nil,10,297.897,2.97599,72,Jurassic,145-199,Granitic Rocks,0.303966,25.35755291,0.110575,-0.00877736,-0.119352,1
Soil Cut,3.75,Open area,36,65.556,7.44227,72,Jurassic,145-199,Tuff and Lava,0.21533,44.9904802,-0.307151,0.000647946,0.307799,1
Soil Cut,2,Registered squatter dwelling,128,115.017,5.11295,72,Jurassic,145-199,Granodiorite,0.317613,66.48362218,-0.40544,-0.0864261,0.319014,1
Soil Cut,9,Open area,222,354.987,17.1864,51,Jurassic,145-199,Tuff and Lava,0.240056,176.2624887,-0.110575,-0.0178885,0.092686,1
Soil Cut,0.5,Open area,220,10.2787,14.8457,51,Jurassic,145-199,Tuff and Lava,0.129147,198.8412368,-0.245721,-0.167752,0.0779692,1
Soil Cut,3,Open area,171,2.00253,10.9437,51,Jurassic,145-199,Tuff and Lava,0.305266,119.3275968,0.540587,0.437364,-0.103223,1
Disturbed Terrain,6,Nil,89,290.273,9.085,72,Jurassic,145-199,Granitic Rocks,0.257641,78.66852781,0.0737164,0.0946245,0.0209081,1
Soil/Rock Cut,2,Minor footpath,426,131.864,22.7414,73,Jurassic,145-199,Tuff and Lava,0.421714,361.5513386,-0.565159,-0.347769,0.21739,1
Soil Cut,20,Access road,188,277.696,5.76215,73,Jurassic,145-199,Granodiorite,0.272727,1636.256721,0.0491442,-0.129063,-0.178207,1
Soil/Rock Cut,5,Nil,21,219.245,13.9165,73,Jurassic,145-199,Granitic Rocks,0.203025,3.862644612,-0.0245721,0.0481992,0.0727713,1
Fill Slope,4.8,Access road,84,252.79,9.08244,52,Jurassic,145-199,Granodiorite,0.286649,1016.795675,-0.184291,-0.0520474,0.132244,1
Soil Cut,0.03,Access road,83,134.33,18.0984,71,Jurassic,145-199,Tuff and Lava,0.363614,364.5348948,0.159719,0.161805,0.00208631,1
Soil Cut,0.2,Minor footpath,19,123.69,2.2322,72,Jurassic,145-199,Tuff and Lava,0.302076,17.13146629,0.270293,0.198701,-0.0715924,1
Retaining Wall (Masonry),2,Open area,21,133.493,8.26688,3,Jurassic,145-199,Granitic Rocks,0.271173,1092.726853,-0.430012,-0.183406,0.246606,1
Fill Slope,18.8,Minor footpath,116,181.697,20.0533,71,Jurassic,145-199,Granitic Rocks,0.328001,447.0771339,-0.319438,0.00614303,0.325581,1
Soil Cut,0.6,Access road,14,86.1859,2.32668,23,Jurassic,145-199,Tuff and Lava,0.111781,21.56928689,-0.331724,-0.257783,0.0739408,1
Natural Hillside,5,Nil,19,270,1.23863,1,Jurassic,145-199,Granitic Rocks,0.121528,69.67872468,0.331724,0.171551,-0.160173,1
Disturbed Terrain,1.374,Open area,94,229.224,18.6377,71,Jurassic,145-199,Tuff and Lava,0.302394,63.97124489,-0.565159,-0.311208,0.253951,1
Retaining Wall (Masonry),5,Minor footpath,32,37.875,4.4053,72,Jurassic,145-199,Tuff and Lava,0.201063,50.89386297,0.172005,0.0898606,-0.0821443,1
Soil Cut,130,Catchwater,96,175.601,14.8043,72,Jurassic,145-199,Tuff and Lava,0.378296,247.524766,-0.540587,-0.124754,0.415833,1
Rock Cut,4.8,Catchwater,87,106.631,18.0451,71,Jurassic,145-199,Tuff and Lava,0.329087,364.6396981,-0.307151,-0.0148447,0.292307,1
Soil Cut,1,Nil,173,219.56,2.30861,71,Jurassic,145-199,Granodiorite,0.269167,127.5371843,-0.417726,-0.038057,0.379669,1
Soil/Rock Cut,1,Access road,121,215.44,10.432,71,Jurassic,145-199,Granitic Rocks,0.264263,131.1220432,-0.442298,-0.060816,0.381482,1
Retaining Wall (Masonry),1,Open area,41,25.9744,13.1973,3,Jurassic,145-199,Granodiorite,0.24346,5.236876042,-0.0737164,0.0241138,0.0978301,1
Soil Cut,0.4,Registered squatter dwelling,45,139.764,16.6553,3,Jurassic,145-199,Granitic Rocks,0.327368,2339.541075,-0.294865,-0.157516,0.13735,1
Soil Cut,11,Construction site,173,219.56,2.30861,31,Jurassic,145-199,Granodiorite,0.320123,3.155216624,-0.491442,-0.325661,0.165781,1
Fill Slope,20,Road,39,141.52,11.4185,71,Jurassic,145-199,Granitic Rocks,0.38637,326.2196125,-0.0982885,-0.0267743,0.0715141,1
Natural Hillside,3,Nil,10,297.897,2.97599,72,Jurassic,145-199,Granitic Rocks,0.303966,177.0827343,0.0614303,0.0105914,-0.0508389,1
Soil Cut,12,Access road,290,7.98011,8.30697,71,Jurassic,145-199,Granitic Rocks,0.30412,2340.732022,-0.294865,-0.157516,0.13735,1
Fill Slope,0.15,Minor footpath,35,100.008,1.33635,71,Jurassic,145-199,Granitic Rocks,0.128509,405.701687,0.184291,0.0162125,-0.168078,1
Soil Cut,0.79,Pedestrian pavement,29,107.676,7.35431,71,Jurassic,145-199,Tuff and Lava,0.326307,28.07362622,0.700305,0.454051,-0.246255,1
Natural Hillside,12,Minor footpath,85,353.555,18.0056,72,Jurassic,145-199,Granodiorite,0.209662,83.207717,-0.380868,-0.143216,0.237652,1
Soil Cut,14,Open area,48,307.948,10.5803,71,Jurassic,145-199,Granitic Rocks,0.189529,415.7777972,0.0122861,0.064666,0.0523799,1
Soil Cut,15,Road,186,53.8379,22.2156,71,Jurassic,145-199,Tuff and Lava,0.324115,348.254447,-0.0737164,-0.206234,-0.132518,1
Soil Cut,15,Open area,270,148.36,8.93047,71,Jurassic,145-199,Tuff and Lava,0.299692,614.8024098,-0.34401,-0.238333,0.105677,1
Disturbed Terrain,40,Minor footpath,107,171.87,12.9164,71,Jurassic,145-199,Granodiorite,0.335703,155.4758837,-0.245721,-0.0925318,0.153189,1
Soil Cut,37,Registered squatter dwelling,37,23.7763,11.9237,3,Jurassic,145-199,Granitic Rocks,0.248676,30.75246991,-0.258007,-0.0881599,0.169847,1
Natural Hillside,4.71,Access road,8,177.089,4.5644,71,Jurassic,145-199,Tuff and Lava,0.322545,406.6521929,0.294865,0.121088,-0.173777,1
Fill Slope,16.27,Road,34,124.469,16.8694,41,Jurassic,145-199,Tuff and Lava,0.388839,482.8528468,-0.159719,-0.0268091,0.13291,1
Soil Cut,53,Road,103,3.81407,1.16382,71,Jurassic,145-199,Tuff and Lava,0.276287,1751.269764,0.454584,0.250636,-0.203949,1
Soil Cut,22,Access road,22,215.538,0.66602,71,Jurassic,145-199,Granitic Rocks,0.217228,1673.108339,0.196577,0.196455,-0.000121644,1
Natural Hillside,0.5,Minor footpath,8,249.806,7.14014,71,Jurassic,145-199,Tuff and Lava,0.288932,46.2621189,-0.233435,-0.140756,0.0926794,1
Natural Hillside,1,Minor footpath,260,98.8228,28.2554,71,Jurassic,145-199,Tuff and Lava,0.398178,478.7376447,-0.0491442,0.070127,0.119271,1
Natural Hillside,1,Minor footpath,217,102.619,24.887,71,Jurassic,145-199,Tuff and Lava,0.409162,793.3699515,-0.46687,-0.372284,0.0945858,1
